bleed_rate_high	HIGH
player_character_part_name_hat_02_a	Cap backwards, red/white
mission_wb_am_05_missionitem_01_content	AM05

Document contents
attachment_muzzle_silencer_handgun_01_name	Handgun Silencer
mission_wm_31_missionitem_02_header	World Mission 31 - Mission item 2 header
collectable_gnome_19_yellow	Yellow Gnome
mission_wm_17_missionitem_02_header	World Mission 17 - Mission item 2 header
worldmission32_obj01	Reach the highest point on the mountain
equipment_smoke_grenade_01_description	A grenade that produces thick, impenetrable smoke for a short period of time.
credits_category_15	SPECIAL THANKS TO
player_character_part_name_wrists_02_f	Digital watch, blue
player_character_sub_category_name_handwear_01	Rings
skill_01_description_08	Single shot fire does more damage to organs.

Level 1: +25% damage

Level 2: +50% damage
skill_01_description_01	Provides an increase to the speed with which you aim down sights.
map_legend_lookout_point_name	Lookout point
key_bunkerkey_marden_description	Partial barcode identifier for Mården Bunker
player_character_name_christian	D
option_controller_invert_name	INVERT CONTROLLER Y-AXIS
tut_codex_camouflage	Visibility represents how noticeable you are in your surroundings. This is indicated by the visibility meter in the lower righthand corner of the HUD. Moving around and being out in the open makes you more visible to animals, while standing still, taking a lower stance, or hiding in foliage makes you less visible.
player_character_part_name_hair_10_c	Short with bangs, light brown
equipment_stats_ammo_rounds_per_box_label	ROUNDS PER BOX
equipment_emp_batterypack_medium_01_name_short	Medium EMP
key_pc_numpad_1	NUMPAD 1
skill_03_name_09	VISIBILITY
warboard_mountains_safety_03_desc	A radio jammer is operating in the mountain region, hindering any potential signal. Go there and destroy it.
ach_059_name	Modder
skill_01_name_04	
worldmission17_obj03	Loot the weapon
action_quickslots	QUICKSLOTS
warboardunlock_mission_title	The Command Bunker Network
equipment_stats_callers_affected_species_description	The species of animals that are likely to react to this caller when used.
avalanche_account_opt_out_desc	This will disable daily events, etc... You can at any time setup an avalanche account under Settings / Avalanche Account
equipment_ingredient_spiritbottle_name_short	Bottle
ach_044_name	Gatherer
equipment_stats_weapon_magazine_capacity_label	MAGAZINE SIZE
collectable_blueprint_05_seeker_classb	Seeker (Army)
player_character_part_name_handwear_04_e	Knitted gloves, pink
key_bunkerkey_skvadern_description	Partial barcode identifier for Skvadern Bunker
interface_change_profile_and_button	{rpad_left} CHANGE PROFILE
player_character_part_name_jacket_06	Varsity jacket
skills_screen_category_survival_title	SURVIVAL
player_character_part_name_hair_03	Mullet
signtranslation_konditori	CONFECTIONERS
ach_043_name	Linguist
equipment_subcat_deployables_bait_sites_header	BAIT SITES
warboard_forestcity_payback_05_summary	Deactivate the supply station
equipment_propane_tank_04_air_name	Compressed Air Tank
player_character_part_name_shoes_04_a	Skate shoes, white/black
skill_04_name_14	ENGINEER
intromission03_obj_01	Locate and reach Salthamn
collectable_dalahast_13_white_desc	A white Dala horse.
mission_am_sd_missionitem_01_content	von ulmer message 1
mission_wb_am_02_missionitem_03_content	"IS SWEDEN REALLY READY FOR WAR? - Monika Byström
[...] There are rumors that the National Defence Research Institute (FOA) and military were affected by power losses and issues with telecommunications. Even if things seem back to normal, the disturbances and blackouts we all experienced in the last few days, as well as the lack of any official statement so far, cause concern.[...]
After all of those big speeches about increasing the military funding, the taxpayers may wonder if their money was put to good use. But more importantly - are Sweden's civilian and military infrastructures strong enough in case of an attack from a foreign power? Are we ready?"
interface_msg_mismatch	Unable to connect to server because you are not running the same version.
playerstat_harvests_silver	Silver
codex_hunting_profile	HUNTING PROFILE
player_character_facepaint_name_makeup_d	Makeup, black
tut_first_aid	First aid kits can be used to restore health for yourself. If you have unlocked the appropriate skill, you can heal others. Equip it to an equipment slot and use {fire} when selected to heal.
player_character_part_name_shoes_04_i	Skate shoes, purple/white
signtranslation_motiv	POSSIBLE MOTIVES:
???
key_pc_left	LEFT
organ_armour_hull	HULL
warboard_archipelago_payback_02_title	Another Castle
option_trackingcone_name	SPATIAL TRACKING CONE
presence_region_farmlands	In the Forest/City Region
player_character_part_name_neck_03_b	Dog tag, gold
player_character_part_name_pants_06_f	Punk skirt, pink
mp1050_name	Circle Route Challenge
mission_im_04_missionitem_02_header	Archipelago map
mission_wb_am_03_missionitem_04_content	AM03 item 04 content
player_character_creation_category_label_character	CHARACTER
warboard_farmlands_04_obj_01_3	Use the IFF keys to enter the bunker
player_character_part_name_hat_05_f	Military cap, dazzle
player_character_part_name_shoes_02_b	Leather shoes, yellow
player_character_preset_military_variation_2_name	STYLE 2
option_value_color_orange	ORANGE
option_hudpreset_value_guided_desc	GUI settings for the smoothest hunting experience (default)
worldmission25_obj02	Find the house with the broken car
equipment_subcat_lures_callers_header	CALLERS
skill_02_description_14	While the Medic specialization is active, any player you revive, including yourself, return to the game with 100% health.

Only one specialization may be active at a time.
interface_view_profile	VIEW PROFILE
warboardmission_safety01_obj_03	Look for a radio to call for help
option_value_language_german	DEUTSCH (GERMAN)
health_range_format	%.1f - %.1f %%
location_archipelago_n_saltholmen_orsnabben_lookout	Örsnabben Lookout Tower
mp1060_name	Heartbreaker Challenge
warboard_gotland_03_description	According to the intel you gathered, there should be a Command Bunker with the code name "Hermelinen".
Locate and reclaim it to analyze its Warboard and obtain new missions.
warboardmission_safety02_obj_03	Re-establish contact over the radio
leaderboard_animal_variation	FUR TYPE
log_screen_filter_unfiltered_header	UNFILTERED
ach_063_description	Complete the Awnsers Showdown mission.
skill_03_description_11	Downed state timer is doubled, extending the time during which allies can revive you.
option_kbdmouse_aimtoggle_desc	If disabled, the aim mode button must be held to maintain aiming.
warboard_mountains_payback_pbobj_07	Disable the gas regulator
huntermate_skills	SKILLS
equipment_stats_ammo_units_label	UNITS
player_character_part_name_hat_05_c	Military cap, gray
player_character_part_name_shoes_03_b	Moon boots, blue
worldmission09_obj01	Go to Major Johan Andersson's house
equipment_stats_scent_eliminator_scent_reduction_description	The amount of scent concealed after the scent eliminator has been applied.
playerstat_animals_spooked	ANIMALS SCARED
location_mountain_garphammar	Garphammar
skill_04_description_07	Improves the impact of using EMP weaponry.

Level 1: +25% EMP area of effect

Level 2: + 50% EMP area of effect
leaderboard_animal_region	REGION
organ_armour_knee	KNEE
attachment_muzzle_compensator_handgun_01_name_short	Handgun Compensator
signtranslation_gasflaskor	GAS CYLINDERS
MOVE TO SAFETY IN CASE OF FIRE
avalance_account_setup_desc	The Avalanche Studios account gives you access to stats, daily events and more.
mission_wb_pm_01_missionitem_01_content	"Dispatch team 07 reporting to Vessland Command Bunker, over. We've established position at Iboholmen Castle, but the civilian Anita Sjögren is nowhere to be found, copy. Important - we have a visual on a different machine model. It seems to be almost humanoid in shape and bigger th --- We're under fire! I repeat, we're under fire! Request immediate reinforcements, over."
status_attribute_jump_boost_label	Jump Boost
player_character_part_name_shoes_02_k	Leather shoes, white/pink laces
warboard_forestcity_payback_05_title	Power Off
playerstat_harvests	HARVESTS
log_screen_category_missions_header	MISSIONS
machine_drea_classa_name	TANK
equipment_subcat_lures_bait_header	BAIT
playerstat_shots_missed	Shots missed
organ_weapon_mg	MACHINE GUN
player_character_part_name_shirt_02_h	Tucked collared shirt, dark blue
interface_msg_migratingfail	Failed to find a new host.
player_character_part_name_jacket_05	Hiphop jacket
worldmission26_obj03	Search around for anything of use
inventory_items_title	ITEMS
location_farmlands_boo_farm_vastramark	Västra Mark
ach_027_description	Have 8 machines simulatniously lured to the same flare.
warboard_southcoast_03_description	According to the intel you gathered, there should be a Command Bunker with the code name "Minken".
Locate and reclaim it to analyze its Warboard and obtain new missions.
warboard_forestcity_answers_03_title	Cry Wolf
mp1030_obj_10	Hit an animal at least {d:200} away
mpmenu_start	START GAME
option_action_itemslot_6	DRAW WEAPON / ITEM SLOT 6
option_hudscale_name	HUD SIZE (SCALE)
tut_huntermate	The Huntermate is used as a minimap, and can also show your currently active mission.

Press {WIELD_HUNTERMATE} to bring out the Huntermate.
option_value_language_polish	POLSKI (POLISH)
location_farmlands_bas90_02	Anl 144 Vidsele
option_keybindpreset_value_classic	THEHUNTER CLASSIC
attachment_mag_extended_assault_01_name_short	AR Extended Mag
player_character_part_name_hair_05_a	Mohawk, black
skill_01_name_03	HIP SHOT ACCURACY
mpmenu_preferred_lang_spanish	Spanish (Castilian)
player_character_part_name_hair_03_f	Mullet, bright red
mission_im_03b_missionitem_02_content	"Gösta, this is Anita. Where are you? The IPA has been going for minutes. I'm trying to get a hold of Peter to see if the army has contacted him, but I have the evacuation plan here, so get here as soon as you hear this!"
location_southcoast_hisinganaset_village_fiskeback	Fiskebäck
dev_missionary_invisible_objective	⮾⎯⎯⎯⎯⎯▷
tut_camera_header	CAMERA
interface_mark_enemy	MARK ENEMY
mission_gotland_boss_fnix_m_yy_05	Here it is. My birthplace. But he is not here. I am not here. And now you should leave. I know why it is you came here. I know what it is you carry.
machine_scout_classc_name	SEEKER
player_character_part_name_hair_05_f	Mohawk, bright red
mission_wm_22_missionitem_01_content	World Mission 22 - Mission item 1 content
worldmission01_obj10	Find "old Bettan", in the church
worldmission29_obj02	Loot anything useful from the truck's container
organ_weapon_hedp	HEDP LAUNCHER
tut_rest	Rent a room from an outpost lodge to rest.

Resting will pass time and restore full health.
location_marshlands_nilssons_marinbyggab	Nilssons Marinbygg AB
ach_084_name	Sharing Is Caring
tut_codex_perks	Perks represent different weapon-related abilities that provide new opportunities or make certain aspects of using weapons easier. Perks can be purchased with perk points.

Perks are structured in trees, and in order to unlock a perk, you must first have unlocked an adjoining node in the tree.

Perks come in four different categories, one for each weapon type: Rifles, Handguns, Shotguns, and Archery.
interact_switch	SWITCH
mission_wb_sm_05_missionitem_01_content	SM05 item 01 content
location_farmlands_boo_villa_hammarnas	Villa Hammarnäs
warboard_forestcity_04_obj_03	Analyze the Warboard
worldmission21_obj03	Loot the stashed supplies
player_character_part_name_hair_09_f	Slicked back, ginger
tobii_extended_view_responsiveness_name	EYE SENSITIVITY
location_southcoast_hisinganaset_village_sillavik	Sillavik
player_character_part_name_glasses_02_c_a	Performance shades, red tinted
mission_wm_35_missionitem_01_content	Report:

I know for a fact that one of our soldiers is making contraband with weapons stolen from our storage. What I don't know is who he is and where is keeping the stash, but luckly we managed to confiscate the key for it.

Find this out and send his skin to me for Court Marshall.
tut_codex_heartrate	Whenever you move around, your heart rate will increase. If you remain still, it will return to a normal level. Your heart rate is indicated by a dynamic icon in the lower righthand corner of the HUD. 
